CustomerID,Country,State,City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Churn Reason
1725-MIMXW,United States,California,Honeydew,1,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.45,19.45,1,78,5687,Poor expertise of phone support
0031-PVLZI,United States,California,Korbel,0,0,1,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,76.35,1,81,4133,Competitor had better devices
7206-GZCDC,United States,California,Loleta,0,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.25,69.25,1,75,4371,Competitor offered higher download speeds
4791-QRGMF,United States,California,Miranda,1,0,1,0,59,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),99.5,5961.1,1,76,6098,Competitor offered more data
1768-ZAIFU,United States,California,Rio Dell,0,1,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,25.2,25.2,1,67,5688,Competitor made better offer
4671-LXRDQ,United States,California,Salyer,1,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.0,96.45,1,93,5704,Competitor had better devices
1934-SJVJK,United States,California,Smith River,1,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.15,20.15,1,70,4103,Competitor had better devices
3838-OZURD,United States,California,Somes Bar,1,0,1,0,66,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),105.0,7133.25,1,96,5723,Competitor offered higher download speeds
9269-CQOOL,United States,California,Trinidad,1,0,0,0,3,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),54.7,169.45,1,66,3335,Competitor offered higher download speeds
2845-HSJCY,United States,California,Whitethorn,0,0,1,0,14,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,87.25,1258.6,1,78,4786,Competitor offered higher download speeds
1184-PJVDB,United States,California,Amador City,1,0,1,0,10,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.95,857.2,1,68,5640,Competitor offered more data
9415-DPEWS,United States,California,Carmichael,0,0,0,0,18,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,88.35,1639.3,1,96,5727,Competitor offered more data
7943-RQCHR,United States,California,Davis,0,0,0,0,9,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.75,889.9,1,83,2893,Competitor offered more data
3793-MMFUH,United States,California,Davis,0,1,0,0,13,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.05,1290.0,1,97,2230,Competitor made better offer
3249-ZPQRG,United States,California,Diamond Springs,1,0,0,0,4,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,78.45,330.05,1,67,5048,Competitor made better offer
2568-BRGYX,United States,California,Dixon,1,0,0,0,4,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.2,237.95,1,92,5094,Competitor had better devices
7721-JXEAW,United States,California,Elk Grove,1,0,1,0,59,0,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),41.05,2452.7,1,70,4324,Competitor offered higher download speeds
7249-WBIYX,United States,California,Elmira,1,0,1,0,10,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,85.6,813.85,1,70,5146,Competitor offered more data
6567-HOOPW,United States,California,Folsom,0,1,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.2,79.2,1,76,4363,Competitor made better offer
3164-AALRN,United States,California,Greenwood,1,0,0,0,5,1,No,DSL,No,No,Yes,No,Yes,Yes,One year,1,Mailed check,70.0,347.4,1,77,2673,Competitor had better devices
3334-CTHOL,United States,California,Jackson,0,0,0,0,1,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),49.95,49.95,1,71,2041,Competitor had better devices
4704-ERYFC,United States,California,Knights Landing,0,0,1,0,22,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.25,1554.0,1,85,2159,Competitor offered higher download speeds
8621-MNIHH,United States,California,Madison,0,1,1,0,34,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,94.25,3217.55,1,88,3369,Competitor offered higher download speeds
0471-LVHGK,United States,California,Orangevale,1,0,1,0,41,1,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,73.0,3001.2,1,86,2041,Competitor offered higher download speeds
9518-RWHZL,United States,California,Penryn,0,0,0,0,64,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),100.05,6254.2,1,69,5452,Competitor offered more data
5419-CONWX,United States,California,Pleasant Grove,0,1,0,0,4,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.8,442.85,1,89,2268,Competitor offered more data
6240-EURKS,United States,California,Plymouth,0,0,0,0,18,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,35.0,553.0,1,76,2649,Competitor offered more data
6960-HVYXR,United States,California,Rio Linda,0,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,76.0,76.0,1,72,2567,Competitor made better offer
7024-OHCCK,United States,California,Sheridan,0,1,0,0,2,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.85,170.85,1,72,4193,Don't know
7861-UVUFT,United States,California,Sloughhouse,0,0,1,0,15,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,84.3,1308.4,1,86,4003,Competitor had better devices
5357-TZHPP,United States,California,Wheatland,1,1,0,0,9,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),84.4,732.5,1,83,5745,Competitor offered higher download speeds
0680-DFNNY,United States,California,Winters,1,0,1,0,15,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.1,1504.05,1,97,2055,Competitor offered more data
7767-UXAGJ,United States,California,Colfax,1,0,0,0,1,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,50.45,50.45,1,68,2928,Competitor made better offer
1571-SAVHK,United States,California,Meadow Vista,1,0,0,0,12,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Mailed check,99.95,1132.75,1,80,5598,Competitor had better devices
9546-CQJSU,United States,California,Soda Springs,0,0,0,0,2,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,91.4,193.6,1,80,5100,Competitor had better devices
0506-LVNGN,United States,California,Rancho Cordova,0,1,0,0,5,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),75.55,349.65,1,97,4028,Competitor offered higher download speeds
2951-QOQTK,United States,California,Sacramento,1,0,0,0,4,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),80.8,332.45,1,72,5436,Competitor offered higher download speeds
3473-XIIIT,United States,California,Sacramento,0,0,1,0,16,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.0,1534.75,1,68,3794,Competitor offered higher download speeds
7893-IXHRQ,United States,California,Sacramento,1,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.55,20.55,1,87,5636,Competitor offered more data
2952-QAYZF,United States,California,Sacramento,1,0,0,0,5,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,85.3,424.15,1,81,2264,Competitor offered more data
4763-PGDPO,United States,California,Sacramento,0,0,0,0,4,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.4,281.0,1,88,4494,Competitor offered more data
5394-SVGJV,United States,California,Sacramento,1,0,0,0,37,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),98.8,3475.55,1,82,3066,Competitor made better offer
9283-LZQOH,United States,California,Antelope,1,0,1,0,13,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),74.4,896.75,1,89,3687,Competitor made better offer
7079-QRCBC,United States,California,Sacramento,0,0,0,0,24,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.75,2407.3,1,85,4016,Competitor had better devices
5469-CTCWN,United States,California,Arbuckle,1,0,1,0,61,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,106.0,6547.7,1,92,4334,Competitor offered higher download speeds
9851-QXEEQ,United States,California,Bangor,1,0,0,0,41,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.7,4346.4,1,84,3316,Competitor offered more data
9809-IMGCQ,United States,California,Canyon Dam,1,1,0,0,22,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.7,2082.95,1,93,4458,Competitor made better offer
5208-HFSBT,United States,California,Challenge,0,0,0,0,2,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),55.05,102.75,1,81,5855,Competitor had better devices
3254-YRILK,United States,California,Dobbins,1,1,0,0,19,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,88.2,1775.8,1,69,5683,Competitor had better devices
2667-WYLWJ,United States,California,Dunnigan,0,0,1,0,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.75,145.0,1,89,2247,Competitor offered higher download speeds
0529-ONKER,United States,California,Forest Ranch,1,1,0,0,15,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,75.65,1146.65,1,96,2099,Competitor offered higher download speeds
5240-IJOQT,United States,California,Grass Valley,1,1,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.7,74.7,1,88,3348,Competitor offered higher download speeds
1092-GANHU,United States,California,Magalia,1,0,0,0,17,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,76.65,1313.55,1,87,3182,Competitor offered more data
0661-XEYAN,United States,California,Nevada City,0,1,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,25.8,25.8,1,97,3884,Competitor offered more data
7881-EVUAD,United States,California,Oroville,0,0,0,0,2,0,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,42.6,72.4,1,79,4648,Competitor offered more data
5766-XQXMQ,United States,California,Princeton,0,0,0,0,29,1,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),68.85,1970.5,1,79,5449,Competitor made better offer
3703-VAVCL,United States,California,Strawberry Valley,1,0,1,0,2,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,0,Credit card (automatic),90.0,190.05,1,99,3902,Competitor made better offer
8519-QJGJD,United States,California,Twain,0,0,0,0,14,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,75.35,1025.95,1,71,4995,Attitude of service provider
6326-MTTXK,United States,California,Yuba City,1,0,0,0,8,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,100.85,819.55,1,97,3849,Attitude of service provider
0330-IVZHA,United States,California,Anderson,0,0,1,0,5,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.95,330.15,1,81,2969,Attitude of service provider
2886-KEFUM,United States,California,Big Bend,0,0,1,0,63,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,107.5,6873.75,1,96,6144,Attitude of support person
4237-RLAQD,United States,California,Callahan,1,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.85,45.85,1,94,5930,Attitude of support person
9651-GTSAQ,United States,California,Corning,0,0,1,0,53,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),106.1,5769.75,1,94,4471,Attitude of support person
3186-BAXNB,United States,California,Cottonwood,0,0,0,0,1,1,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,0,Electronic check,91.7,91.7,1,71,4319,Attitude of service provider
0637-YLETY,United States,California,Douglas City,0,0,0,0,16,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),95.6,1555.65,1,96,5915,Attitude of service provider
1157-BQCUW,United States,California,Fall River Mills,1,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.95,74.95,1,82,2591,Attitude of service provider
2660-EMUBI,United States,California,Fort Jones,1,1,0,0,10,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.35,898.35,1,75,5353,Attitude of support person
7675-OZCZG,United States,California,Hayfork,0,1,0,0,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.0,127.1,1,77,4145,Competitor made better offer
2003-CKLOR,United States,California,Igo,1,0,0,0,66,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,99.5,6710.5,1,73,4001,Moved
9254-RBFON,United States,California,Klamath River,0,0,1,0,17,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,0,Bank transfer (automatic),98.6,1704.95,1,91,5160,Moved
1205-WNWPJ,United States,California,Lakehead,0,0,0,0,7,1,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Mailed check,59.5,415.95,1,91,4661,Moved
9391-EOYLI,United States,California,Lewiston,1,1,1,0,12,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.45,950.2,1,69,5374,Competitor made better offer
8387-MOJJT,United States,California,Nubieber,0,0,1,0,42,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),77.95,3384.0,1,82,5396,Competitor made better offer
2761-OCIAX,United States,California,Palo Cedro,1,1,0,0,2,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.7,165.4,1,81,2803,Competitor made better offer
3068-OMWZA,United States,California,Round Mountain,1,1,0,0,1,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,88.8,88.8,1,91,3106,Competitor made better offer
6032-KRXXO,United States,California,Seiad Valley,1,0,0,0,30,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.25,2755.35,1,84,5654,Competitor made better offer
7459-RRWQZ,United States,California,Shasta,0,0,0,0,15,1,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),64.65,994.55,1,89,4780,Competitor made better offer
4154-AQUGT,United States,California,Vina,1,1,1,0,13,1,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),89.05,1169.35,1,82,3861,Competitor made better offer
3092-IGHWF,United States,California,Alturas,1,0,1,0,67,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,0,Electronic check,87.4,5918.8,1,65,4421,Competitor made better offer
8017-LXHFA,United States,California,Davis Creek,0,1,0,0,23,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.75,2293.6,1,95,2740,Competitor made better offer
6352-TWCAU,United States,California,Fort Bidwell,0,0,0,0,35,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,86.45,3029.1,1,68,5874,Competitor made better offer
2929-QNSRW,United States,California,Lake City,0,0,1,0,56,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Electronic check,98.25,5508.35,1,97,4886,Competitor made better offer
1262-OPMFY,United States,California,Likely,0,0,1,0,9,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),75.75,655.9,1,96,5105,Competitor made better offer
4248-QPAVC,United States,California,Portola,0,1,1,0,17,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),85.35,1463.45,1,70,3209,Competitor made better offer
1899-VXWXM,United States,California,Ravendale,1,0,0,0,48,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),106.1,5082.8,1,69,5898,Competitor made better offer
4690-LLKUA,United States,California,Topaz,1,1,0,0,17,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.05,770.6,1,65,3797,Extra data charges
3331-HQDTW,United States,California,Homewood,0,0,0,0,34,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Mailed check,109.8,3587.25,1,78,3410,Extra data charges
9490-DFPMD,United States,California,Tahoma,0,1,0,0,42,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.65,3541.35,1,76,4871,Extra data charges
5442-XSDCW,United States,California,Tahoe City,1,0,1,0,11,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),79.5,868.5,1,68,3469,Extra data charges
3049-NDXFL,United States,California,South Lake Tahoe,0,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,85.8,85.8,1,99,2850,Extra data charges
8580-AECUZ,United States,California,Truckee,1,1,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.1,79.1,1,84,5001,Extra data charges
7963-GQRMY,United States,California,Los Angeles,0,0,1,0,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.3,134.5,1,88,4903,Extra data charges
1228-FZFRV,United States,California,Los Angeles,1,0,1,0,50,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),105.95,5341.8,1,79,5536,Extra data charges
2058-DCJBE,United States,California,Los Angeles,1,0,0,0,5,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.75,324.6,1,99,3965,Extra data charges
5364-XYIRR,United States,California,Los Angeles,1,0,1,0,51,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.65,4812.75,1,100,4747,Extra data charges
4829-AUOAX,United States,California,Los Angeles,0,0,0,0,46,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),96.05,4399.5,1,77,2712,Extra data charges
5047-LHVLY,United States,California,Los Angeles,1,1,0,0,1,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,50.15,50.15,1,98,3438,Extra data charges
9158-VCTQB,United States,California,Los Angeles,0,0,1,0,41,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),113.6,4594.95,1,96,4963,Extra data charges
6311-UEUME,United States,California,Los Angeles,0,0,0,0,29,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,78.9,2384.15,1,90,3249,Extra data charges
6839-ITVZJ,United States,California,Los Angeles,0,0,1,0,26,1,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,60.05,1616.15,1,71,2039,Don't know
0375-HVGXO,United States,California,Los Angeles,0,0,0,0,1,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,34.7,34.7,1,81,4476,Don't know
8593-WHYHV,United States,California,Los Angeles,1,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.3,264.8,1,67,4934,Don't know
6097-EQISJ,United States,California,Los Angeles,0,0,1,0,66,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),102.45,6615.15,1,82,4688,Attitude of support person
4423-YLHDV,United States,California,Los Angeles,0,0,1,0,21,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.4,2200.25,1,67,5570,Attitude of support person
0107-YHINA,United States,California,Los Angeles,1,0,0,0,1,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.75,99.75,1,93,4214,Attitude of support person
8640-SDGKB,United States,California,Los Angeles,1,0,0,0,4,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,74.4,299.7,1,69,3633,Attitude of support person
4116-TZAQJ,United States,California,Culver City,0,0,0,0,9,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),74.25,639.65,1,76,5393,Attitude of support person
3877-JRJIP,United States,California,Hawthorne,1,0,0,0,1,1,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,59.85,59.85,1,71,4017,Attitude of support person
8375-DKEBR,United States,California,Hermosa Beach,0,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.6,69.6,1,96,3438,Attitude of support person
7511-YMXVQ,United States,California,Lynwood,1,0,0,0,9,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,45.4,418.8,1,81,5028,Attitude of support person
7551-JOHTI,United States,California,Malibu,0,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.5,19.5,1,77,5211,Attitude of support person
9804-ICWBG,United States,California,Pacific Palisades,1,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.9,69.9,1,88,3349,Attitude of support person
5318-IXUZF,United States,California,Redondo Beach,0,0,0,0,2,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),87.15,183.75,1,72,4149,Don't know
3198-VELRD,United States,California,Marina Del Rey,0,0,1,0,3,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),84.75,264.85,1,100,2014,Attitude of support person
9436-ZBZCT,United States,California,Inglewood,1,0,0,0,14,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,89.95,1178.4,1,97,5463,Attitude of support person
7279-BUYWN,United States,California,Buena Park,0,1,0,0,41,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,113.2,4689.5,1,89,3380,Attitude of support person
7156-MHUGY,United States,California,Buena Park,1,1,0,0,13,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.5,1201.15,1,76,5394,Attitude of support person
7198-GLXTC,United States,California,La Palma,1,0,0,0,2,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,79.0,143.65,1,92,5239,Attitude of support person
0516-VRYBW,United States,California,Stanton,0,0,0,0,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.15,390.85,1,85,4931,Attitude of support person
8380-PEFPE,United States,California,Avalon,1,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,71.65,71.65,1,93,2377,Attitude of support person
5687-DKDTV,United States,California,Bellflower,0,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,77.5,1,76,5984,Attitude of support person
7530-HDYDS,United States,California,Lakewood,0,0,0,0,38,1,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),84.25,3264.5,1,70,2885,Attitude of support person
3096-IZETN,United States,California,Lomita,0,0,0,0,12,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),78.1,947.3,1,89,4741,Attitude of support person
5922-ABDVO,United States,California,Seal Beach,0,0,1,0,19,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Mailed check,89.65,1761.05,1,74,3046,Attitude of support person
9172-ANCRX,United States,California,Carson,0,0,0,0,10,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,98.7,973.25,1,68,5561,Attitude of support person
6910-HADCM,United States,California,Long Beach,0,0,0,0,1,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,76.35,76.35,1,67,5613,Attitude of support person
4816-LXZYW,United States,California,Long Beach,0,0,0,0,23,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.15,1676.95,1,68,5216,Attitude of support person
9606-PBKBQ,United States,California,Long Beach,1,1,1,0,32,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.0,2642.05,1,94,4584,Attitude of support person
3536-IQCTX,United States,California,South Pasadena,1,1,1,0,32,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,85.3,2661.1,1,75,2712,Attitude of support person
4911-BANWH,United States,California,Sunland,0,0,0,0,31,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),86.55,2697.4,1,74,4198,Attitude of support person
8496-EJAUI,United States,California,Tujunga,1,0,0,0,19,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),73.85,1424.5,1,89,2251,Attitude of support person
3132-TVFDZ,United States,California,Glendale,1,1,1,0,57,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,44.85,2572.95,1,82,5172,Attitude of support person
8080-DDEMJ,United States,California,Glendale,1,1,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.1,45.1,1,79,4499,Attitude of support person
6365-MTGZX,United States,California,Glendale,1,0,0,0,24,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,96.0,2122.45,1,71,3068,Attitude of support person
1349-WXNGG,United States,California,Glendale,1,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.05,20.05,1,66,4710,Attitude of support person
6990-YNRIO,United States,California,Agoura Hills,1,0,1,0,65,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),108.65,6937.95,1,79,6120,Attitude of support person
0621-TWIEM,United States,California,Newhall,1,0,0,0,10,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.55,402.6,1,67,4097,Attitude of support person
2485-ITVKB,United States,California,Northridge,0,0,1,0,2,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,35.1,68.75,1,78,2643,Attitude of support person
3669-OYSJI,United States,California,Porter Ranch,1,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),46.2,46.2,1,76,4167,Attitude of support person
1612-EOHDH,United States,California,Pacoima,0,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.15,45.15,1,89,5828,Attitude of support person
6702-OHFWR,United States,California,Reseda,1,1,0,0,1,0,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,43.3,43.3,1,91,4972,Don't know
